subdomain,is_reachable
sedecr.dgt.go.gob.es,False
sedecr.dgt.gob.gob.es,False
sededtk.red.go.gob.es,False
sededtk.red.gob.gob.es,False
sedeelectronica.navarra.go.gob.es,False
sedeelectronica.navarra.gob.gob.es,False
sedefondoscomunitarios.go.gob.es,False
sedefondoscomunitarios.gob.gob.es,False
sedeico.gob.gob.es,False
sedemeh.gob.gob.es,False
sedeminhap.go.gob.es,False
sedeminhap.gob.gob.es,False
sedempr.go.gob.es,False
sedempr.gob.gob.es,False
sedemugeju.go.gob.es,False
sedemugeju.gob.gob.es,False
sedepkd.red.go.gob.es,False
sedepkd.red.gob.gob.es,False
sedepre.inap.gob.gob.es,False
sefp.buscador.gob.gob.es,False
seitt.go.gob.es,False
seitt.gob.gob.es,False
seittsa.go.gob.es,False
seittsa.gob.gob.es,False
sello.fogasa.empleo.gob.gob.es,False
sepie.erasmusplus.go.gob.es,False
sepie.erasmusplus.gob.gob.es,False
sepie.go.gob.es,False
sepie.gob.gob.es,False
servicio.magrama.go.gob.es,False
servicio.magrama.gob.gob.es,False
servicio.mapa.go.gob.es,False
servicio.mapa.gob.gob.es,False
servicio.mapama.gob.gob.es,False
servicios.060.gob.gob.es,False
servicios.mapa.go.gob.es,False
servicios.mapa.gob.gob.es,False
serviciostelematicos.minhap.gob.gob.es,False
serviciostelematicos.sgcal.minhap.gob.gob.es,False
serviciostelematicosext.minhap.gob.gob.es,False
servicioweb.sgfal.hacienda.gob.gob.es,False
serwebi.sedecatastro.gob.gob.es,False
serwebr.sedecatastro.gob.gob.es,False
seu.portdebarcelona.gob.gob.es,False
seu.portsdebalears.gob.gob.es,False
seu.porttarragona.gob.gob.es,False
sfbwebext.igae.hacienda.gob.gob.es,False
sgcmdm.go.gob.es,False
sgcmdm.gob.gob.es,False
sig.mapa.go.gob.es,False
sig.mapa.gob.gob.es,False
sigie-ccfaip.gob.gob.es,False
sigintranet.mapa.go.gob.es,False
sigintranet.mapama.gob.gob.es,False
sigpac.mapa.go.gob.es,False
sigpac.mapa.gob.gob.es,False
sip.igae.hacienda.go.gob.es,False
sip.igae.hacienda.gob.gob.es,False
sirem.gob.gob.es,False
skype.presidencia.gob.gob.es,False
sms.sgc.presidencia.gob.gob.es,False
smtp.igae.hacienda.gob.gob.es,False
spain-mwc.go.gob.es,False
spain-mwc.gob.gob.es,False
spainaudiovisualhub.mineco.go.gob.es,False
spainaudiovisualhub.mineco.gob.gob.es,False
spanishpavilions.go.gob.es,False
spanishpavilions.gob.gob.es,False
spth.go.gob.es,False
spth.gob.gob.es,False
sst.go.gob.es,False
sst.gob.gob.es,False
streaming.sgc.presidencia.gob.gob.es,False
streaming1.sgc.presidencia.gob.gob.es,False
subsede.comercio.mityc.gob.gob.es,False
subsede.dgpyme.mityc.gob.gob.es,False
subsede.pyme.minetur.go.gob.es,False
subsede.pyme.minetur.gob.gob.es,False
subsede.upo.go.gob.es,False
subvenciones.gob.gob.es,False
tecnologiaeinnovacion.defensa.gob.gob.es,False
telaviv.desafia.go.gob.es,False
telaviv.desafia.gob.gob.es,False
televisiondigital.go.gob.es,False
test-contratacionsectorpublico.gob.gob.es,False
test-eportal.mapa.go.gob.es,False
test-eportal.mapa.gob.gob.es,False
test-iportal.mapa.gob.gob.es,False
test-sede.mapa.gob.gob.es,False
test-sede.miteco.gob.gob.es,False
test-servicios.mapa.go.gob.es,False
test-servicios.mapa.gob.gob.es,False
test.covid19.go.gob.es,False
test.covid19.gob.gob.es,False
tickets.entradasfilmoteca.gob.gob.es,False
tique.igae.hacienda.gob.gob.es,False
tique1.igae.hacienda.go.gob.es,False
torrijos.toledo.gob.gob.es,False
tramitesone.hacienda.gob.gob.es,False
transparencia.buscador.gob.gob.es,False
transparencia.go.gob.es,False
transparencia.gob.gob.es,False
turismo.gob.gob.es,False
uc3m.go.gob.es,False
uc3m.gob.gob.es,False
upo.go.gob.es,False
upo.gob.gob.es,False
usuariosteleco.go.gob.es,False
usuariosteleco.gob.gob.es,False
vacunacovid.go.gob.es,False
valenciaportse.gob.gob.es,False
valladolid.go.gob.es,False
valledemocratico.go.gob.es,False
vc.fega.go.gob.es,False
vc.fega.gob.gob.es,False
vc.mineco.go.gob.es,False
vcs-e.fega.gob.gob.es,False
vea.go.gob.es,False
vea.gob.gob.es,False
viajainformado.go.gob.es,False
viajainformado.gob.gob.es,False
video-expe.vc.mineco.go.gob.es,False
video-expe.vc.mineco.gob.gob.es,False
video.mites.go.gob.es,False
video.mites.gob.gob.es,False
villamuelas.toledo.gob.gob.es,False
vimo.sgc.presidencia.gob.gob.es,False
visor.registrodelicitadores.gob.gob.es,False
vp.gob.gob.es,False
web.mscbs.gob.gob.es,False
webapp.covid19.go.gob.es,False
webapp.covid19.gob.gob.es,False
webdav.fomento.gob.gob.es,False
webpub2.igae.hacienda.go.gob.es,False
webpub2.igae.hacienda.gob.gob.es,False
webpub2.igae.minhafp.gob.gob.es,False
webpub2.igae.minhap.gob.gob.es,False
webpub2des.igae.mihap.go.gob.es,False
webpub2des.igae.minhafp.go.gob.es,False
webpub2des.igae.minhap.go.gob.es,False
webpub2lab.igae.minhap.gob.gob.es,False
webpub3.igae.minhafp.go.gob.es,False
webpub3.igae.minhafp.gob.gob.es,False
webpub3.igae.minhap.gob.gob.es,False
webpubdes.igae.minhafp.go.gob.es,False
webpubdes.igae.minhap.go.gob.es,False
webpubpre.igae.minhafp.gob.gob.es,False
webpubpre.igae.minhap.gob.gob.es,False
wiki.060.gob.gob.es,False
wms.mapa.go.gob.es,False
wms.mapa.gob.gob.es,False
wmts.mapa.go.gob.es,False
wmts.mapa.gob.gob.es,False
wrap.seigualdad.gob.gob.es,False
wrlgtbi-i.igualdad.gob.gob.es,False
wrlgtbi.igualdad.gob.gob.es,False
wseditorial.cepc.go.gob.es,False
wseditorial.cepc.gob.gob.es,False
www.administraciondejusticia.gob.gob.es,False
www.aecid.gob.gob.es,False
www.aesan.gob.gob.es,False
www.agenciatributaria.gob.gob.es,False
www.agendadigital.gob.gob.es,False
www.agendaurbana.gob.gob.es,False
www.aica.gob.gob.es,False
www.aue.gob.gob.es,False
www.aytosalamanca.gob.gob.es,False
www.bdd.pap.hacienda.go.gob.es,False
www.becaseducacion.gob.gob.es,False
www.bonosocial.gob.gob.es,False
www.buscador.gob.gob.es,False
www.cepc.gob.gob.es,False
www.comisionadopobrezainfantil.gob.gob.es,False
www.consumidorescovid19.gob.gob.es,False
www.cteaje.gob.gob.es,False
www.deh.minhap.gob.gob.es,False
www.desafia.gob.gob.es,False
www.dsn.gob.gob.es,False
www.eeagrants.gob.gob.es,False
www.emplazamientoatc.gob.gob.es,False
www.facturae.gob.gob.es,False
www.fomento.gob.gob.es,False
www.fondoseuropeos.hacienda.gob.gob.es,False
www.ign.gob.gob.es,False
www.industriaconectada40.gob.gob.es,False
www.infoebola.gob.gob.es,False
www.infosubvenciones.go.gob.es,False
www.interior.gob.gob.es,False
www.ipv6.gob.gob.es,False
www.lccte.gob.gob.es,False
www.libreria.culturaydeporte.gob.gob.es,False
www.mapa.go.gob.es,False
www.mapa.gob.gob.es,False
www.mapama.gob.gob.es,False
www.miteco.gob.gob.es,False
www.mobi.agenciatributaria.go.gob.es,False
www.mobi.agenciatributaria.gob.gob.es,False
www.mscbs.gob.gob.es,False
www.muface.buscador.gob.gob.es,False
www.pap.hacienda.gob.gob.es,False
www.plantl.gob.gob.es,False
www.puertogijon.gob.gob.es,False
www.redtrabaja.go.gob.es,False
www.rpdiscapacidad.gob.gob.es,False
www.sagunt.gob.gob.es,False
www.sede.airef.gob.gob.es,False
www.sede.fega.go.gob.es,False
www.sede.fega.gob.gob.es,False
www.sede.fnmt.go.gob.es,False
www.sede.fnmt.gob.gob.es,False
www.sedecatastro.go.gob.es,False
www.sedecatastro.gob.gob.es,False
www.sededgsfp.gob.gob.es,False
www.spee.gob.gob.es,False
www.spth.gob.gob.es,False
www.subvenciones.gob.gob.es,False
www.televisiondigital.gob.gob.es,False
www.tesoropublico.gob.gob.es,False
www.testat2.empleo.gob.gob.es,False
www.testat2.mtin.gob.gob.es,False
www.uc3m.gob.gob.es,False
www.usuariosteleco.gob.gob.es,False
www.vacunacovid.gob.gob.es,False
www.valladolid.gob.gob.es,False
www.valledemocratico.gob.gob.es,False
www.viajainformado.gob.gob.es,False
www.vinaros.gob.gob.es,False
www.xirivella.go.gob.es,False
www.xirivella.gob.gob.es,False
www1.agenciatributaria.gob.gob.es,False
www1.mobi.agenciatributaria.go.gob.es,False
www1.mobi.agenciatributaria.gob.gob.es,False
www1.sede.fega.go.gob.es,False
www1.sede.fega.gob.gob.es,False
www1.sedecatastro.gob.gob.es,False
www2.agenciatributaria.gob.gob.es,False
www2.mobi.agenciatributaria.go.gob.es,False
www2.mobi.agenciatributaria.gob.gob.es,False
www2.sedecatastro.gob.gob.es,False
www3.agenciatributaria.gob.gob.es,False
www3.sede.fega.go.gob.es,False
www3.sede.fega.gob.gob.es,False
www4.agenciatributaria.go.gob.es,False
www4.agenciatributaria.gob.gob.es,False
www5.agenciatributaria.go.gob.es,False
www5.agenciatributaria.gob.gob.es,False
www6.agenciatributaria.go.gob.es,False
www6.agenciatributaria.gob.gob.es,False
www7.agenciatributaria.go.gob.es,False
www7.agenciatributaria.gob.gob.es,False
www8.ia.agenciatributaria.go.gob.es,False
www8.ia.agenciatributaria.gob.gob.es,False
xirivella.gob.gob.es,False
